% Pendulum System
% b = 0.1, l = 1, g = 9.8, m = 2.5
% x0 = [0, 0]
% t, theta, alpha, F
0.043,6.825928196110834e-05,0.0015826958282520911,0
0.044,6.984135984276477e-05,0.0015819506824376473,0
0.045,7.142267968712819e-05,0.0015811900687426243,0
0.046,7.300322603309984e-05,0.0015804139953405137,0
0.047,7.458298342788044e-05,0.001579622470555925,0
0.048,7.616193642712125e-05,0.0015788155028644995,0
0.049,7.774006959507485e-05,0.001577993100892818,0
0.05,7.931736750474618e-05,0.0015771552734183117,0
0.051,8.089381473804328e-05,0.001576302029369166,0
0.052,8.2469395885928e-05,0.0015754333778242296,0
0.053,8.40440955485664e-05,0.0015745493280129154,0
0.054,8.561789833547941e-05,0.0015736498893151056,0
0.055,8.719078886569317e-05,0.00157273507126105,0
0.056,8.876275176788941e-05,0.0015718048835312685,0
0.057,9.03337716805554e-05,0.0015708593359564473,0
0.058,9.190383325213425e-05,0.0015698984385173359,0
0.059,9.347292114117472e-05,0.0015689222013446438,0
0.06,9.50410200164813e-05,0.0015679306347189314,0
0.061,9.660811455726379e-05,0.0015669237490705049,0
0.062,9.817418945328703e-05,0.0015659015549793058,0
0.063,9.97392294050203e-05,0.0015648640631748016,0
0.064,0.00010130321912378708,0.0015638112845358704,0
0.065,0.00010286614333191406,0.0015627432300906918,0
0.066,0.00010442798676288045,0.001561659911016629,0
0.067,0.00010598873416146711,0.0015605613386401127,0
0.068,0.00010754837028390546,0.0015594475244365233,0
0.069,0.00010910687989802632,0.0015583184800300736,0
0.07,0.00011066424778340867,0.001557174217193683,0
0.071,0.00011222045873152837,0.0015560147478488608,0
0.072,0.00011377549754590637,0.001554840084065579,0
0.07299999999999998,0.00011532934904225734,0.0015536502380621472,0
0.07399999999999998,0.00011688199804863772,0.0015524452222050887,0
0.07499999999999998,0.00011843342940559399,0.0015512250490090094,0
0.076,0.00011998362796631052,0.0015499897311364687,0
0.077,0.00012153257859675742,0.0015487392813978511,0
0.078,0.00012308026617583825,0.0015474737127512306,0
0.079,0.0001246266755955378,0.0015461930383022385,0
0.08,0.00012617179176106918,0.001544897271303927,0
0.081,0.00012771559959102142,0.001543586425156635,0
0.082,0.00012925808401750654,0.0015422605134078457,0
0.083,0.00013079922998630647,0.0015409195497520516,0
0.084,0.00013233902245702025,0.001539563548030611,0
0.085,0.00013387744640321034,0.0015381925222316044,0
0.086,0.00013541448681254962,0.0015368064864896933,0
0.087,0.0001369501286869677,0.0015354054550859738,0
0.08799999999999998,0.0001384843570427971,0.0015339894424478279,0
0.08899999999999998,0.00014001715691091963,0.0015325584631487794,0
0.08999999999999998,0.00014154851333691217,0.0015311125319083395,0
0.091,0.00014307841138119293,0.0015296516635918602,0
0.092,0.0001446068361191667,0.001528175873210379,0
0.09300000000000003,0.00014613377264137062,0.0015266851759204655,0
0.094,0.00014765920605361974,0.0015251795870240671,0
0.095,0.00014918312147715193,0.0015236591219683513,0
0.096,0.00015070550404877318,0.0015221237963455472,0
0.097,0.0001522263389210026,0.001520573625892788,0
0.098,0.000153745611262217,0.0015190086264919482,0
0.099,0.0001552633062567955,0.001517428814169481,0
0.1,0.00015677940910526427,0.0015158342050962553,0
0.101,0.00015829390502444032,0.0015142248155873917,0
0.102,0.00015980677924757605,0.0015126006621020932,0
0.103,0.00016131801702450304,0.0015109617612434792,0
0.104,0.0001628276036217757,0.001509308129758416,0
0.105,0.0001643355243228152,0.0015076397845373447,0
0.106,0.0001658417644280523,0.0015059567426141103,0
0.107,0.00016734630925507147,0.0015042590211657874,0
0.108,0.00016884914413875315,0.001502546637512506,0
0.10900000000000001,0.00017035025443141714,0.0015008196091172736,0
0.11,0.00017184962550296522,0.0014990779535857994,0
0.111,0.00017334724274102354,0.0014973216886663132,0
0.112,0.00017484309155108542,0.0014955508322493868,0
0.113,0.00017633715735665292,0.0014937654023677498,0
0.114,0.00017782942559937945,0.0014919654171961076,0
0.115,0.00017931988173921107,0.001490150895050958,0
0.116,0.00018080851125452864,0.0014883218543904019,0
0.117,0.0001822952996422888,0.001486478313813959,0
0.118,0.00018378023241816556,0.0014846202920623763,0
0.119,0.00018526329511669122,0.00148274780801744,0
0.12,0.00018674447329139712,0.0014808608807017828,0
0.121,0.0001882237525149548,0.0014789595292786907,0
0.122,0.00018970111837931584,0.0014770437730519104,0
0.123,0.0001911765564958528,0.0014751136314654501,0
0.12400000000000003,0.00019265005249549872,0.0014731691241033876,0
0.125,0.00019412159202888746,0.001471210270689666,0
0.126,0.00019559116076649328,0.0014692370910878983,0
0.127,0.0001970587443987703,0.0014672496053011648,0
0.128,0.00019852432863629174,0.0014652478334718105,0
0.129,0.0001999878992098891,0.0014632317958812406,0
0.13,0.00020144944187079115,0.0014612015129497164,0
0.131,0.0002029089423907624,0.0014591570052361487,0
0.132,0.00020436638656224168,0.0014570982934378888,0
0.133,0.00020582176019848044,0.00145502539839052,0
0.134,0.0002072750491336808,0.0014529383410676472,0
0.135,0.00020872623922313325,0.0014508371425806842,0
0.13600000000000004,0.00021017531634335456,0.0014487218241786412,0
0.137,0.00021162226639222492,0.0014465924072479097,0
0.138,0.00021306707528912527,0.0014444489133120467,0
0.139,0.00021450972897507444,0.001442291364031557,0
0.14,0.00021595021341286541,0.0014401197812036748,0
0.141,0.00021738851458720252,0.0014379341867621442,0
0.142,0.00021882461850483722,0.0014357346027769977,0
0.143,0.00022025851119470468,0.0014335210514543324,0
0.144,0.00022169017870805917,0.0014312935551360883,0
0.145,0.00022311960711861016,0.0014290521362998207,0
0.146,0.00022454678252265732,0.0014267968175584755,0
0.147,0.00022597169103922627,0.00142452762166016,0
0.148,0.00022739431881020283,0.0014222445714879147,0
0.149,0.00022881465200046846,0.0014199476900594813,0
0.15,0.00023023267679803442,0.001417637000527073,0
0.151,0.00023164837941417598,0.0014153125261771394,0
0.152,0.0002330617460835665,0.0014129742904301335,0
0.153,0.00023447276306441163,0.0014106223168402743,0
0.154,0.00023588141663858224,0.0014082566290953117,0
0.155,0.0002372876931117482,0.0014058772510162868,0
0.156,0.00023869157881351163,0.0014034842065572923,0
0.157,0.00024009306009753882,0.0014010775198052333,0
0.158,0.000241492123341694,0.0013986572149795819,0
0.159,0.00024288875494817106,0.0013962233164321368,0
0.16,0.00024428294134362584,0.001393775848646776,0
0.161,0.00024567466897930786,0.0013913148362392144,0
0.162,0.000247063924331192,0.00138884030395675,0
0.163,0.0002484506939001101,0.0013863522766780231,0
0.164,0.00024983496421188204,0.0013838507794127607,0
0.165,0.00025121672181744616,0.0013813358373015268,0
0.166,0.0002525959532929905,0.0013788074756154705,0
0.167,0.00025397264524008287,0.0013762657197560735,0
0.168,0.0002553467842858008,0.001373710595254892,0
0.169,0.00025671835708286194,0.0013711421277733022,0
0.17,0.0002580873503097531,0.001368560343102243,0
0.171,0.0002594537506708599,0.0013659652671619577,0
0.172,0.0002608175448965959,0.0013633569260017315,0
0.173,0.0002621787197435309,0.001360735345799634,0
0.174,0.00026353726199452064,0.0013581005528622528,0
0.17499999999999996,0.0002648931584588337,0.0013554525736244323,0
0.17599999999999996,0.0002662463959722805,0.0013527914346490079,0
0.177,0.00026759696139734085,0.0013501171626265393,0
0.178,0.00026894484162329126,0.0013474297843750448,0
0.179,0.00027029002356633244,0.001344729326839729,0
0.18,0.0002716324941697158,0.001342015817092716,0
0.181,0.0002729722404038709,0.0013392892823327783,0
0.182,0.0002743092492665311,0.0013365497498850616,0
0.183,0.00027564350778286025,0.0013337972472008144,0
0.184,0.0002769750030055782,0.0013310318018571097,0
0.185,0.0002783037220150868,0.0013282534415565727,0
0.186,0.00027962965191959474,0.0013254621941270997,0
0.187,0.0002809527798552427,0.0013226580875215835,0
0.188,0.0002822730929862287,0.0013198411498176296,0
0.189,0.00028359057850493164,0.0013170114092172778,0
0.19,0.00028490522363203635,0.0013141688940467198,0
0.191,0.0002862170156166568,0.001311313632756015,0
0.192,0.0002875259417364602,0.0013084456539188074,0
0.193,0.00028883198929779036,0.0013055649862320372,0
0.194,0.0002901351456357904,0.0013026716585156565,0
0.195,0.00029143539811452577,0.001299765699712341,0
0.196,0.0002927327341271067,0.0012968471388871982,0
0.197,0.0002940271410958105,0.0012939160052274788,0
0.198,0.0002953186064722028,0.0012909723280422852,0
0.199,0.0002966071177372604,0.001288016136762278,0
0.2,0.0002978926624014915,0.001285047460939382,0
0.201,0.00029917522800505705,0.0012820663302464906,0
0.202,0.00030045480211789166,0.00127907277447717,0
0.203,0.0003017313723398238,0.0012760668235453614,0
0.204,0.0003030049263006961,0.0012730485074850828,0
0.205,0.0003042754516604848,0.0012700178564501274,0
0.206,0.0003055429361094199,0.0012669749007137641,0
0.207,0.00030680736736810385,0.0012639196706684351,0
0.208,0.00030806873318763066,0.0012608521968254524,0
0.209,0.00030932702134970475,0.0012577725098146923,0
0.21,0.00031058221966675847,0.0012546806403842914,0
0.211,0.0003118343159820714,0.0012515766194003382,0
0.212,0.00031308329816988675,0.0012484604778465664,0
0.213,0.0003143291541355295,0.0012453322468240447,0
0.214,0.00031557187181552326,0.001242191957550868,0
0.215,0.00031681143917770696,0.0012390396413618442,0
0.216,0.00031804784422135164,0.001235875329708183,0
0.217,0.0003192810749772761,0.0012326990541571819,0
0.218,0.0003205111195079633,0.0012295108463919117,0
0.219,0.0003217379659076751,0.0012263107382108995,0
0.22,0.00032296160230256825,0.001223098761527814,0
0.221,0.0003241820168508088,0.0012198749483711448,0
0.222,0.0003253991977426866,0.0012166393308838852,0
0.223,0.00032661313320072997,0.0012133919413232093,0
0.224,0.00032782381147981936,0.0012101328120601553,0
0.225,0.00032903122086730077,0.001206861975579298,0
0.226,0.0003302353496830992,0.0012035794644784277,0
0.227,0.00033143618627983173,0.0012002853114682244,0
0.228,0.0003326337190429198,0.0011969795493719337,0
0.229,0.0003338279363907019,0.0011936622111250385,0
0.23,0.00033501882677454485,0.0011903333297749296,0
0.231,0.00033620637867895665,0.001186992938480581,0
0.232,0.0003373905806216965,0.001183641070512216,0
0.233,0.00033857142115388636,0.001180277759250976,0
0.234,0.0003397488888601219,0.001176903038188591,0
0.235,0.00034092297235858207,0.001173516940927044,0
0.236,0.0003420936603011397,0.0011701195011782366,0
0.237,0.00034326094137347073,0.0011667107527636544,0
0.238,0.000344424804295164,0.0011632907296140304,0
0.239,0.00034558523781982945,0.0011598594657690065,0
0.24,0.0003467422307352076,0.001156416995376797,0
0.241,0.00034789577186327737,0.001152963352693845,0
0.242,0.00034904585006036366,0.0011494985720844864,0
0.243,0.0003501924542172462,0.001146022688020604,0
0.244,0.00035133557325926534,0.0011425357350812878,0
0.245,0.00035247519614643,0.0011390377479524887,0
0.246,0.0003536113118735236,0.0011355287614266754,0
0.247,0.0003547439094702108,0.0011320088104024878,0
0.248,0.00035587297800114304,0.00112847792988439,0
0.249,0.0003569985065660644,0.0011249361549823225,0
0.25,0.00035812048429991605,0.001121383520911353,0
0.251,0.00035923890037294233,0.0011178200629913262,0
0.252,0.0003603537439907939,0.0011142458166465137,0
0.253,0.0003614650043946329,0.0011106608174052618,0
0.254,0.00036257267086123616,0.0011070651008996378,0
0.255,0.0003636767327030984,0.0011034587028650755,0
0.256,0.0003647771792685366,0.0010998416591400226,0
0.257,0.00036587399994179084,0.0010962140056655818,0
0.258,0.0003669671841431285,0.001092575778485156,0
0.259,0.00036805672132894456,0.0010889270137440896,0
0.26,0.0003691426009918644,0.0010852677476893087,0
0.261,0.00037022481266084525,0.0010815980166689622,0
0.262,0.0003713033459012758,0.0010779178571320607,0
0.263,0.0003723781903150779,0.001074227305628115,0
0.264,0.00037344933554080655,0.0010705263988067715,0
0.265,0.00037451677125374954,0.001066815173417451,0
0.266,0.0003755804871660268,0.0010630936663089817,0
0.267,0.0003766404730266901,0.0010593619144292344,0
0.268,0.0003776967186218209,0.0010556199548247564,0
0.269,0.00037874921377462956,0.001051867824640403,0
0.27,0.000379797948345553,0.0010481055611189683,0
0.271,0.000380842912232352,0.0010443332016008176,0
0.272,0.000381884095370209,0.0010405507835235155,0
0.273,0.0003829214877318247,0.0010367583444214547,0
0.274,0.0003839550793275148,0.0010329559219254842,0
0.275,0.00038498486020530564,0.0010291435537625351,0
0.276,0.0003860108204510308,0.0010253212777552472,0
0.277,0.0003870329501884256,0.0010214891318215944,0
0.278,0.0003880512395792227,0.0010176471539745072,0
0.279,0.00038906567882324665,0.0010137953823214964,0
0.28,0.000390076258158508,0.001009933855064276,0
0.281,0.0003910829678612972,0.0010060626104983837,0
0.282,0.0003920857982462784,0.001002181687012801,0
0.283,0.0003930847396665821,0.0009982911230895738,0
0.284,0.0003940797825138984,0.0009943909573034292,0
0.285,0.00039507091721856897,0.0009904812283213953,0
0.286,0.0003960581342496793,0.0009865619749024161,0
0.287,0.00039704142411514973,0.0009826332358969683,0
0.288,0.0003980207773618279,0.0009786950502466765,0
0.289,0.00039899618457557833,0.0009747474569839278,0
0.29,0.00039996763638137304,0.0009707904952314816,0
0.291,0.0004009351234433824,0.0009668242042020871,0
0.292,0.000401898636465064,0.0009628486231980926,0
0.293,0.0004028581661892521,0.0009588637916110541,0
0.294,0.00040381370339824687,0.000954869748921349,0
0.295,0.0004047652389139025,0.0009508665346977822,0
0.296,0.0004057127635977155,0.0009468541885971952,0
0.297,0.00040665626835091205,0.0009428327503640736,0
0.298,0.000407595744114536,0.0009388022598301529,0
0.299,0.00040853118186953523,0.0009347627569140252,0
0.3,0.00040946257263684807,0.0009307142816207424,0
0.301,0.0004103899074774901,0.0009266568740414215,0
0.302,0.00041131317749263936,0.0009225905743528471,0
0.303,0.00041223237382372177,0.0009185154228170736,0
0.304,0.000413147487652496,0.0009144314597810278,0
0.305,0.00041405851020113836,0.0009103387256761069,0
0.306,0.0004149654327323265,0.0009062372610177819,0
0.307,0.00041586824654932334,0.000902127106405194,0
0.308,0.0004167669429960608,0.0008980083025207535,0
0.309,0.00041766151345722167,0.0008938808901297383,0
0.31,0.0004185519493583233,0.0008897449100798889,0
0.311,0.00041943824216579914,0.0008856004033010055,0
0.312,0.00042032038338708045,0.0008814474108045423,0
0.313,0.00042119836457067797,0.0008772859736832031,0
0.314,0.0004220721773062624,0.0008731161331105326,0
0.315,0.00042294181322474495,0.0008689379303405113,0
0.316,0.00042380726399835806,0.0008647514067071466,0
0.317,0.0004246685213407341,0.0008605566036240639,0
0.318,0.0004255255770069853,0.000856353562584097,0
0.319,0.00042637842279378283,0.0008521423251588784,0
0.32,0.0004272270505394343,0.0008479229329984275,0
0.321,0.0004280714521239629,0.0008436954278307396,0
0.322,0.0004289116194691841,0.0008394598514613727,0
0.323,0.00042974754453878376,0.0008352162457730339,0
0.324,0.00043057921933839407,0.0008309646527251667,0
0.325,0.00043140663591567066,0.0008267051143535351,0
0.326,0.000432229786360368,0.0008224376727698083,0
0.327,0.00043304866280441536,0.0008181623701611449,0
0.328,0.00043386325742199186,0.0008138792487897754,0
0.329,0.0004346735624296009,0.0008095883509925857,0
0.33,0.00043547957008614497,0.000805289719180696,0
0.331,0.00043628127269299926,0.0008009833958390458,0
0.332,0.00043707866259408494,0.0007966694235259707,0
0.333,0.0004378717321759427,0.0007923478448727837,0
0.334,0.0004386604738678048,0.000788018702583353,0
0.335,0.00043944488014166776,0.0007836820394336811,0
0.336,0.0004402249435123636,0.0007793378982714819,0
0.337,0.00044100065653763224,0.0007749863220157568,0
0.338,0.0004417720118181911,0.0007706273536563718,0
0.339,0.0004425390019978064,0.0007662610362536327,0
0.34,0.00044330161976336335,0.0007618874129378592,0
0.341,0.0004440598578449352,0.0007575065269089594,0
0.342,0.00044481370901585293,0.0007531184214360037,0
0.343,0.0004455631660927743,0.0007487231398567968,0
0.344,0.00044630822193575127,0.0007443207255774499,0
0.345,0.000447048869448299,0.000739911222071953,0
0.346,0.0004477851015774629,0.0007354946728817441,0
0.347,0.00044851691131388556,0.0007310711216152812,0
0.348,0.00044924429169187363,0.0007266406119476107,0
0.349,0.00044996723578946414,0.0007222031876199366,0
0.35,0.00045068573672849043,0.0007177588924391884,0
0.351,0.0004513997876746465,0.0007133077702775897,0
0.352,0.0004521093818375534,0.0007088498650722243,0
0.353,0.00045281451247082273,0.0007043852208246027,0
0.354,0.0004535151728721214,0.000699913881600229,0
0.355,0.00045421135638323417,0.000695435891528164,0
0.356,0.0004549030563901281,0.0006909512948005921,0
0.357,0.00045559026632301477,0.0006864601356723839,0
0.358,0.0004562729796564121,0.0006819624584606597,0
0.359,0.0004569511899092073,0.0006774583075443529,0
0.36,0.0004576248906447175,0.0006729477273637713,0
0.361,0.0004582940754707508,0.00066843076242016,0
0.362,0.0004589587380396673,0.0006639074572752619,0
0.363,0.0004596188720484392,0.0006593778565508769,0
0.364,0.00046027447123870967,0.0006548420049284243,0
0.365,0.0004609255293968531,0.0006502999471485002,0
0.366,0.0004615720403540336,0.0006457517280104371,0
0.367,0.0004622139979862628,0.000641197392371862,0
0.368,0.0004628513962144588,0.0006366369851482544,0
0.369,0.0004634842290045028,0.0006320705513125029,0
0.37,0.0004641124903672965,0.0006274981358944622,0
0.371,0.00046473617435881866,0.000622919783980509,0
0.372,0.00046535527508018105,0.0006183355407130971,0
0.373,0.00046596978667768474,0.0006137454512903142,0
0.374,0.0004665797033428748,0.0006091495609654335,0
0.375,0.0004671850193125951,0.0006045479150464709,0
0.376,0.00046778572886904294,0.0005999405588957352,0
0.377,0.00046838182633982315,0.0005953275379293842,0
0.378,0.0004689733060980007,0.0005907088976169745,0
0.379,0.0004695601625621551,0.0005860846834810145,0
0.38,0.0004701423901964314,0.0005814549410965167,0
0.381,0.00047071998351059396,0.000576819716090547,0
0.382,0.0004712929370600768,0.0005721790541417759,0
0.383,0.00047186124544603526,0.0005675330009800295,0
0.384,0.0004724249033153971,0.0005628816023858367,0
0.385,0.0004729839053609125,0.0005582249041899802,0
0.386,0.0004735382463212038,0.0005535629522730444,0
0.387,0.00047408792098081574,0.0005488957925649629,0
0.388,0.0004746329241702627,0.000544223471044567,0
0.389,0.0004751732507660799,0.0005395460337391323,0
0.39,0.00047570889569086857,0.0005348635267239254,0
0.391,0.0004762398539133454,0.0005301759961217506,0
0.392,0.00047676612044838954,0.0005254834881024957,0
0.393,0.0004772876903570883,0.0005207860488826759,0
0.394,0.00047780455874678476,0.0005160837247249806,0
0.395,0.00047831672077112237,0.0005113765619378176,0
0.396,0.0004788241716300909,0.0005066646068748559,0
0.397,0.0004793269065700717,0.0005019479059345707,0
0.398,0.00047982492088388066,0.000497226505559786,0
0.399,0.00048031820991081397,0.0004925004522372174,0
0.4,0.0004808067690366909,0.0004877697924970147,0
0.401,0.0004812905936938959,0.0004830345729123039,0
0.402,0.00048176967936142286,0.0004782948400987287,0
0.403,0.0004822440215649164,0.0004735506407139916,0
0.404,0.0004827136158767133,0.0004688020214573948,0
0.405,0.0004831784579158839,0.00046404902906938076,0
0.406,0.00048363854334827327,0.00045929171033107273,0
0.407,0.0004840938678865414,0.0004545301120638128,0
0.408,0.0004845444272902025,0.00044976428112870285,0
0.409,0.00048499021736566456,0.00044499426442614275,0
0.41,0.00048543123396626887,0.00044022010889536924,0
0.411,0.0004858674729923277,0.0004354418615139937,0
0.412,0.000486298930391163,0.0004306595692975401,0
0.413,0.00048672560215714297,0.0004258732792989832,0
0.414,0.00048714748433172,0.0004210830386082845,0
0.415,0.00048756457300346717,0.0004162888943519299,0
0.416,0.00048797686430811395,0.0004114908936924665,0
0.417,0.000488384354428582,0.0004066890838280375,0
0.418,0.0004887870395950209,0.0004018835119919189,0
0.419,0.000489184916084842,0.0003970742254520551,0
0.42,0.0004895779802227536,0.0003922612715105939,0
0.421,0.000489966228380794,0.0003874446975034208,0
0.422,0.0004903496569783654,0.00038262455079969435,0
0.423,0.0004907282624822666,0.00037780087880137994,0
0.424,0.0004911020414067255,0.0003729737289427841,0
0.425,0.0004914709903134306,0.00036814314869008783,0
0.426,0.0004918351058115632,0.0003633091855408801,0
0.427,0.0004921943845578279,0.00035847188702369084,0
0.428,0.0004925488232564834,0.00035363130069752393,0
0.429,0.0004928984186593722,0.00034878747415138946,0
0.43,0.0004932431675659512,0.00034394045500383636,0
0.431,0.0004935830668233197,0.00033909029090248397,0
0.432,0.000493918113326248,0.000334237029523554,0
0.433,0.0004942483040172073,0.0003293807185714017,0
0.434,0.0004945736358863956,0.00032452140577804775,0
0.435,0.0004948941059717658,0.00031965913890270826,0
0.436,0.0004952097113590524,0.00031479396573132624,0
0.437,0.0004955204491817979,0.0003099259340761017,0
0.438,0.0004958263166213783,0.0003050550917750222,0
0.439,0.000496127310907029,0.0003001814866913924,0
0.44,0.0004964234293158695,0.0002953051667133641,0
0.441,0.0004967146691729279,0.00029042617975346584,0
0.442,0.0004970010278511648,0.0002855445737481323,0
0.443,0.0004972825027714965,0.000280660396657233,0
0.444,0.000497559091402819,0.00027577369646360195,0
0.445,0.0004978307912620296,0.0002708845211725656,0
0.446,0.0004980975999140496,0.00026599291881147184,0
0.447,0.0004983595149718454,0.00026109893742921804,0
0.448,0.0004986165340964502,0.0002562026250957797,0
0.449,0.0004988686549969844,0.00025130402990173754,0
0.45,0.0004991158754306755,0.0002464031999578061,0
0.451,0.0004993581932028789,0.00024150018339436094,0
0.452,0.0004995956061670958,0.00023659502836096606,0
0.453,0.000499828112224993,0.00023168778302590126,0
0.454,0.0005000557093264206,0.0002267784955756892,0
0.455,0.0005002783954694306,0.00022186721421462222,0
0.456,0.0005004961687002931,0.0002169539871642896,0
0.457,0.0005007090271135149,0.00021203886266310336,0
0.458,0.0005009169688518535,0.00020712188896582565,0
0.459,0.0005011199921063361,0.0002022031143430944,0
0.46,0.0005013180951162721,0.0001972825870809501,0
0.461,0.0005015112761692706,0.0001923603554803616,0
0.462,0.0005016995336012528,0.00018743646785675193,0
0.463,0.0005018828657964675,0.0001825109725395245,0
0.464,0.0005020612711875046,0.00017758391787158886,0
0.465,0.0005022347482553073,0.00017265535220888588,0
0.466,0.0005024032955291857,0.00016772532391991373,0
0.467,0.0005025669115868281,0.00016279388138525303,0
0.468,0.0005027255950543135,0.0001578610729970923,0
0.469,0.0005028793446061228,0.00015292694715875326,0
0.47,0.0005030281589651484,0.00014799155228421566,0
0.471,0.0005031720369027059,0.00014305493679764287,0
0.472,0.0005033109772385427,0.00013811714913290624,0
0.473,0.0005034449788408485,0.00013317823773311067,0
0.474,0.0005035740406262626,0.00012823825105011887,0
0.475,0.0005036981615598843,0.00012329723754407642,0
0.476,0.0005038173406552788,0.00011835524568293655,0
0.477,0.0005039315769744857,0.00011341232394198475,0
0.478,0.0005040408696280255,0.00010846852080336318,0
0.479,0.0005041452177749068,0.00010352388475559564,0
0.48,0.0005042446206226311,9.85784642931118e-05,0
0.481,0.0005043390774271997,9.363230791577177e-05,0
0.482,0.0005044285874931168,8.868546412839054e-05,0
0.483,0.0005045131501733966,8.373798144026258e-05,0
0.484,0.0005045927648695649,7.878990836468604e-05,0
0.485,0.0005046674310316648,7.384129341848727e-05,0
0.486,0.000504737148158258,6.88921851215452e-05,0
0.487,0.000504801915796429,6.394263199631572e-05,0
0.488,0.0005048617335417857,5.8992682567356044e-05,0
0.489,0.0005049166010384634,5.404238536084902e-05,0
0.49,0.0005049665179791233,4.909178890412768e-05,0
0.491,0.000505011484104955,4.4140941725199484e-05,0
0.492,0.0005050514992056769,3.918989235227079e-05,0
0.493,0.0005050865631195348,3.4238689313271345e-05,0
0.494,0.0005051166757333024,2.9287381135378587e-05,0
0.495,0.000505141836982279,2.4336016344542292e-05,0
0.496,0.0005051620468502892,1.9384643465008984e-05,0
0.497,0.0005051773053696798,1.4433311018846567e-05,0
0.498,0.0005051876126213175,9.482067525468878e-06,0
0.499,0.0005051929687345863,4.53096150116037e-06,0
0.5,0.000505193373887383,-4.199585413992164e-07,0
0.501,0.0005051888283061139,-5.3706440936100616e-06,0
0.502,0.0005051793322656906,-1.0321046651427464e-05,0
0.503,0.000505164886089524,-1.5271117715836936e-05,0
0.504,0.0005051454901495203,-2.0220808793329256e-05,0
0.505,0.0005051211448660736,-2.517007139637544e-05,0
0.506,0.0005050918507080609,-3.0118857043901568e-05,0
0.507,0.000505057608192834,-3.5067117261763675e-05,0
0.508,0.0005050184178862131,-4.001480358322237e-05,0
0.509,0.0005049742804024785,-4.49618675494175e-05,0
0.51,0.0005049251964043629,-4.990826070984264e-05,0
0.511,0.0005048711666030412,-5.485393462281951e-05,0
0.512,0.0005048121917581236,-5.979884085597228e-05,0
0.513,0.0005047482726776439,-6.474293098670174e-05,0
0.514,0.0005046794102180501,-6.968615660265937e-05,0
0.515,0.0005046056052841941,-7.462846930222137e-05,0
0.516,0.0005045268588293192,-7.95698206949623e-05,0
0.517,0.0005044431718550512,-8.451016240212895e-05,0
0.518,0.0005043545454113828,-8.944944605711379e-05,0
0.519,0.0005042609805966638,-9.438762330592841e-05,0
0.52,0.0005041624785575874,-9.93246458076768e-05,0
0.521,0.000504059040489176,-0.00010426046523502841,0
0.522,0.0005039506676347674,-0.00010919503327469118,0
0.523,0.0005038373612860018,-0.00011412830162788425,0
0.524,0.0005037191227828049,-0.00011906022201081071,0
0.525,0.0005035959535133735,-0.00012399074615513002,0
0.526,0.0005034678549141599,-0.00012891982580843025,0
0.527,0.0005033348284698548,-0.00013384741273470016,0
0.528,0.0005031968757133715,-0.00013877345871480143,0
